rank,source_cv_set,source_cv_summary_csv,model_id,source_model,source_point_profile,active_surface_basis_kind,source_count,basis_count,juan_recommendation_status,juan_recommendation_reason,juan_cv_side_worst_fold_rms_db_300_1200,juan_in_sample_side_worst_norm_rms_db_300_1200,juan_in_sample_side_worst_abs_rms_db_300_1200,juan_in_sample_side_worst_phase_rms_deg_300_1200,source_offplane_case,source_offplane_z_offset_rms_db_70_90,source_offplane_z_offset_max_abs_db_70_90,source_offplane_spread_rms_db_70_90,source_offplane_spread_max_abs_db_70_90,source_offplane_spread_basis,source_offplane_spread_reference_case,source_offplane_eligible_reference_count,source_offplane_eligible_surface_max_abs_db_70_90,source_offplane_eligible_surface_max_abs_freq_hz_70_90,source_offplane_eligible_surface_max_abs_angle_deg_70_90,source_offplane_eligible_surface_low_case_70_90,source_offplane_eligible_surface_high_case_70_90,source_offplane_interpretation,stored_bem_label,stored_bem_evidence_scope,stored_bem_validation_hdf5,stored_bem_validation_driver,stored_bem_target_acceptance_status,stored_bem_target_kind,stored_bem_validation_hypothesis,stored_bem_target_published_explorer_match,stored_bem_acceptance_status,stored_bem_coverage_status,stored_bem_timing_status,stored_bem_shape_status,stored_bem_mesh_convergence_status,stored_bem_norm_rms_db_300_1200,stored_bem_through60_rms_db_300_1200,stored_bem_through80_rms_db_300_1200,stored_bem_worst_error_db_300_1200,stored_bem_worst_error_freq_hz_300_1200,stored_bem_worst_error_angle_deg_300_1200,andres_published_parity_bem_label,andres_published_parity_bem_evidence_scope,andres_published_parity_bem_validation_hdf5,andres_published_parity_bem_target_acceptance_status,andres_published_parity_bem_target_published_explorer_match,andres_published_parity_bem_acceptance_status,andres_published_parity_bem_coverage_status,andres_published_parity_bem_shape_status,andres_published_parity_bem_mesh_convergence_status,andres_published_parity_bem_source_offplane_gate_status,andres_published_parity_bem_passive_geometry_gate_status,andres_published_parity_bem_norm_rms_db_300_1200,andres_published_parity_bem_through80_rms_db_300_1200,andres_published_parity_bem_worst_error_db_300_1200,andres_published_parity_bem_worst_error_freq_hz_300_1200,andres_published_parity_bem_worst_error_angle_deg_300_1200,decision_status,decision_reason
33,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,2,2,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 7.064 dB exceeds 3.000 dB.,8.318360074994816,7.064314028890185,8.138148075145013,90.06549032383808,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 7.064 dB exceeds 3.000 dB.
34,l22mg-source-cv-physical-diaphragm,docs/l22mg-source-cv-physical-diaphragm/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-m3-az16-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 5.921 dB exceeds 3.000 dB.,8.379837561474417,5.9210381784906625,7.568019747457067,79.98339963960478,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 5.921 dB exceeds 3.000 dB.
1,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-full-coupled-measured-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.159 dB exceeds 3.000 dB.,3.48142061096308,3.1590653840318286,4.7256715880929105,61.98521562865881,physical-diaphragm-full-coupled-measured-az16-q3-reg1e-06,0.22354064111033584,1.2387281325130601,13.239272460017514,32.299020800041816,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-full-coupled-measured-az16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.224 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.239 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.159 dB exceeds 3.000 dB.
2,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-full-coupled-measured-az16-q3-reg1e-06-fsmooth1e-08,active-surface-modal,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.159 dB exceeds 3.000 dB.,3.48154834955741,3.1594041178805123,4.726063669845544,61.98581115184297,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.159 dB exceeds 3.000 dB.
3,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-full-coupled-measured-az16-q3-reg1e-06-fsmooth1e-07,active-surface-modal,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.162 dB exceeds 3.000 dB.,3.4826997642281086,3.1624475520065984,4.729587118826131,61.991111674370636,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.162 dB exceeds 3.000 dB.
4,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-full-coupled-measured-az16-q3-reg1e-06-fsmooth1e-06,active-surface-modal,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.192 dB exceeds 3.000 dB.,3.494350748022778,3.1924043095950885,4.764329040420398,62.03915415079305,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.192 dB exceeds 3.000 dB.
5,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-full-coupled-dipole-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 6.543 dB exceeds 3.000 dB.,4.48630080508657,6.5426151281986105,6.368400210740939,44.863627688682605,physical-diaphragm-full-coupled-dipole-az16-q3-reg1e-06,0.12613843238979827,0.35151050109509896,8.15501220026014,19.698117774330967,source_cv_recommended_juan_only,modal-full2,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-full-coupled-dipole-az16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.126 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `modal-full2`) is 8.155 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 6.543 dB exceeds 3.000 dB.
6,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-full-coupled-dipole-az16-q3-reg1e-06-fsmooth1e-08,active-surface-modal,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 6.543 dB exceeds 3.000 dB.,4.486379509703087,6.5428150765552875,6.368619532418028,44.864384093228296,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 6.543 dB exceeds 3.000 dB.
7,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-full-coupled-dipole-az16-q3-reg1e-06-fsmooth1e-07,active-surface-modal,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 6.545 dB exceeds 3.000 dB.,4.487088000087273,6.544629828875694,6.370609457596265,44.87120731690361,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 6.545 dB exceeds 3.000 dB.
8,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-full-coupled-dipole-az16-q3-reg1e-06-fsmooth1e-06,active-surface-modal,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 6.564 dB exceeds 3.000 dB.,4.494189992624661,6.564124600181498,6.3919249120221195,44.94087512318889,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 6.564 dB exceeds 3.000 dB.
9,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.328 dB exceeds 3.000 dB.,5.61222549635366,4.328343927337062,5.775052327308231,69.32666439863328,physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,0.10262724134267358,0.5235444001144955,13.444576202791925,30.965037516402482,source_cv_recommended_juan_only,profile-ring-full,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.103 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full`) is 13.445 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.328 dB exceeds 3.000 dB.
10,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06-fsmooth1e-08,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.328 dB exceeds 3.000 dB.,5.612287243791447,4.328433593605514,5.775233284914451,69.32733861073987,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.328 dB exceeds 3.000 dB.
11,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06-fsmooth1e-07,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.329 dB exceeds 3.000 dB.,5.612842962311771,4.329239504087475,5.776859375328171,69.33338033621226,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.329 dB exceeds 3.000 dB.
12,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06-fsmooth1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.337 dB exceeds 3.000 dB.,5.618404204080643,4.337190571382331,5.792877405721013,69.39152495933342,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.337 dB exceeds 3.000 dB.
13,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.696 dB exceeds 3.000 dB.,6.4036961624089335,4.695734578634406,4.398808899273224,61.89306632222881,physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,0.16389571175040255,0.3760673979733653,14.091132835846922,27.43494396901093,source_cv_recommended_juan_only,profile-ring-full-svd,6.0,26.654627997485264,734.4321259827932,90.0,profile-ring-full,modal-full2,"Mapped off-plane source case `physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06`; z=0 to UM-height normalized-polar change is 0.164 dB RMS over 70-90 deg; source-family spread against the Juan-CV recommended finite-source ensemble (worst reference `profile-ring-full-svd`) is 14.091 dB RMS, above the 1.5 dB shape target; Juan horizontal polars do not uniquely constrain this off-plane incident field",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.696 dB exceeds 3.000 dB.
14,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06-fsmooth1e-08,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.696 dB exceeds 3.000 dB.,6.404045448124387,4.695695505387791,4.3987958109460354,61.89323780524466,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.696 dB exceeds 3.000 dB.
15,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06-fsmooth1e-07,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.695 dB exceeds 3.000 dB.,6.407191164537311,4.6953449454216525,4.398678966582345,61.894777741599526,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.695 dB exceeds 3.000 dB.
16,l22mg-source-cv-physical-diaphragm-fsmooth,docs/l22mg-source-cv-physical-diaphragm-fsmooth/source_cv_summary.csv,physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06-fsmooth1e-06,active-surface-modal,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.692 dB exceeds 3.000 dB.,6.438868871235221,4.691935641750605,4.39759285198507,61.909874933472445,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.692 dB exceeds 3.000 dB.
1,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m2-rb1-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_source_level_fit,Juan in-sample side-worst absolute SPL RMS 4.543 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors.,3.5923651741321265,2.634704109260918,4.542516849185636,72.73714903542552,physical-rear-basket-compact-measured-m2-rb1-az16-gap16-q3-reg1e-06,nan,nan,nan,nan,,,nan,nan,nan,nan,,,off-plane source ambiguity audit did not include mapped case `physical-rear-basket-compact-measured-m2-rb1-az16-gap16-q3-reg1e-06`,physical-rear-basket-m2rb1-juan-smoke,available_overlap_300_301_hz,output/data/polar_data_juan_lx521_top_raw.h5,L22MG (LX521 top raw),pass,juan_lx521_top_raw,juan_baffleless_to_juan_top_baffle_l22mg_raw,False,fail,not_proven,pass,not_proven,not_proven,6.447132342713443,0.6291232519659381,6.958983283234646,17.005568874929196,300.2929915487766,75.0,physical-rear-basket-m2rb1-andres-smoke,available_overlap_300_301_hz,output/data/polar_data_andres_early_peak_legacy.h5,pass,True,fail,not_proven,not_proven,not_proven,not_proven,pass,10.021312621274564,1.71916647958742,31.277119629417243,300.65917974710464,90.0,rejected_by_source_cv_with_failed_bem_overlap,Juan source evidence is rejected: Juan in-sample side-worst absolute SPL RMS 4.543 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors. Stored BEM overlap also exceeds 1.5 dB (6.447 dB).
2,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m2-rb1-az16-gap16-q3-reg1e-06-fsmooth1e-08,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_source_level_fit,Juan in-sample side-worst absolute SPL RMS 4.543 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors.,3.592400056737269,2.6347524168057,4.542659613744693,72.7372087557143,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst absolute SPL RMS 4.543 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors.
3,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m2-rb1-az16-gap16-q3-reg1e-06-fsmooth1e-07,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_source_level_fit,Juan in-sample side-worst absolute SPL RMS 4.544 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors.,3.5927146019100893,2.6351879777964964,4.5439449313954166,72.73774384130745,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst absolute SPL RMS 4.544 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors.
4,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m2-rb1-az16-gap16-q3-reg1e-06-fsmooth1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_source_level_fit,Juan in-sample side-worst absolute SPL RMS 4.557 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors.,3.595920118431827,2.6396222380839336,4.556834001130133,72.74285960627321,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst absolute SPL RMS 4.557 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors.
5,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m2-rb1-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,3,3,rejected_bad_source_level_fit,Juan in-sample side-worst absolute SPL RMS 4.555 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors.,3.6233501635081535,2.6830766864640374,4.555431796717109,71.4710083931704,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst absolute SPL RMS 4.555 dB exceeds 3.000 dB; normalized shape alone would not catch uniform source level errors.
6,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-dipole-m2-rb1-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.351 dB exceeds 3.000 dB.,3.7673324674069466,4.351405363756464,4.0452812274175995,44.3660209678274,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.351 dB exceeds 3.000 dB.
7,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-dipole-m2-rb1-az16-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,3,3,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 4.282 dB exceeds 3.000 dB.,3.789241642173571,4.282090747919586,3.951746881684774,44.780814818045606,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 4.282 dB exceeds 3.000 dB.
8,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m2-rb2-az16-gap30-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.824 dB exceeds 3.000 dB.,4.076493371681378,3.8235284417145063,4.356292298103525,52.69839762486484,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.824 dB exceeds 3.000 dB.
9,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-full-measured-m2-rb2-az16-gap30-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-full,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.835 dB exceeds 3.000 dB.,4.08717596601791,3.8351967178617956,4.35944384035602,52.29519635008051,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.835 dB exceeds 3.000 dB.
10,l22mg-source-cv-physical-rear-basket,docs/l22mg-source-cv-physical-rear-basket/source_cv_summary.csv,physical-rear-basket-compact-measured-m2-rb2-az24-gap16-q3-reg1e-06,coupled-rear-basket-active-surface,h1659-acoustic-compact,physical-diaphragm,4,4,rejected_bad_insample_fit,Juan in-sample side-worst normalized RMS 3.767 dB exceeds 3.000 dB.,4.131494139549221,3.767147273334837,4.315868292021707,52.82010606271087,not_applicable_rejected_source_cv,nan,nan,nan,nan,,,nan,nan,nan,nan,,,"Juan source-CV already rejects this source, so off-plane source ambiguity metrics are not required before rejecting it as an acceptance candidate.",,missing,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,,,,,,,rejected_by_source_cv,Juan source evidence is rejected: Juan in-sample side-worst normalized RMS 3.767 dB exceeds 3.000 dB.
